text,label
@AREAJULID pelaku bullying gini bisa ga sih di spill mukanya,1
@pledis_17 heyy spill foto ala gen Z nya jg dongg,0
@_TNIAU Kalau bleh Spill mukanya ndan,1
@_TNIAU Spill muka yg nendang dong om. Pen liat.,1
@SKYSMUT Spill foto muse mu yang paling cekci,0
@Gordho7 @naeyiwells @sosmedkeras Td cek sih not found. Nggak tau sekarang. Tp udah yg lain usah spill yg nggak di censor sih mukanya https://t.co/8BNd2iXc1O,0
akhirnya muncul juga nih foto yg di spill dri 2021 https://t.co/0o6OREctJT,0
Penasaran ini fotonya kayak gimana? Spill lah mas.. ,0
@tanyarlfes nomornya ke spill ,0
@Avolanza Ayo guys serang aviva koplok sama foto ini,1
@spajaci ka kalo masalah gini gpp sebar aja nomor nya biar dia ngerasain diteror,1
guys kalo gua udh jadi artis jgn sebar foto purba gua yaaa......,0
Mau spill tapi mayes foto ,0
@sosmedkeras Ngapain di sensor muka laki nya.. sebar gvlk,1
@confringox Spill mukanya,1
@sbyfess spill mukanya ngapa di sensor,1
@kegblgnunfaedh spill muka cewenya pengen liat muka orang kere nyari harta kek mana,1
@tanyakanrl dia ini pernah aku spill di thread nder dia pake nama orang bahkan foto orang itu https://t.co/qqD29ubtlY,0
@dewisutrisno_ Coba spill jg dong muka mertuanya?,1
@mursidah99 @teemcflurry napa wa gw di spill disini anjir ,0
@yourbae Spill foto selingkuhan yg kemarin dong,1
Sekuat batin gak nunjukin muka anak eh malah di spill orang terdekat,0
@_hambur_parab_ Ke di spill mun tos di rumah,0
@arrvmmm Kene tak rabi...spill alamat,0
@tanyakanrl TOLONG SINI SEBAR NOMORNYAMAU IKUTAN,1
@karaage273 Spill ke aku no wa nya kalo dapet cuz sharing is caring,0
@shystoreind Spill nomornya kaa,1
@NyaiiBubu @kegblgnunfaedh Spill sih muka nya biar kena sama netizen2 kena mental udh ngerusak alam,1
@3rraacchhaa spill foto satunya donk kak,0
@PolJokesID Makasii bwangg harus di sebarkan ini izin Ss buat di sebar ke WA keluarga ,0
@convomfs Spill nama &amp; foto lakinya gas!!,1
@antiselle gatau juga sih ini gue juga dapet dari spill an orang yang dulu pernah ribut perkara foto ini,0
@julianas17426 Spill nama dan akunnya kalo perlu alamat sekalian jgn lupa no hp,1
Mending spill aja gasie mukanya wkwk dah gedeg bgt anjir,1
@8zigg @tanyakanrl Spill ktp dong ,0
@EGreschinov Tambahan akun @DrEliDavid juga yess jangan lupa serang juga si muka kadal,1
@hanwoomin21 Spill gasih mukanya biar rame udah ngelunjak ni anak,1
@guragana WOI MUKA GUE TERSEBAR SEBAR,0
@hi_seree Spill nder biar pada tau muka prof penyefong rezim kaya gimana,1
@aeridchan spill nomornya mau aku terror!,1
Spill foto paspormu omagaaa wkwkk,0
AYOOOO LIX SERANG AKU DENGAN POTO POTOMU ITU AK SIAP ,0
LU KENAPA DI SPILL GW GA NEMU FOTO LAGI TAU WKWKWK BURU BURU,0
Spill fotonya dong,0
WAHH SINI DEH MENDING SEBAR NOMORNYA. PENGEN AKU ANJING ANJINGIN. NYESEK BANGET LIATNYA. AAAAAAAAA,1
spill fotonya dongs ,0
Kl spill muka gmna ya Emang ngaruh?,0
@sbyfess Coba spill mukanya yg ga seberapa itu tapi doyan selingkuh hhhhh,1
@tanyarlfes Penasaran siapa yg diancam minimal spill akun nama atau alamat.,1
@sbmptnfess Spill muka dan akun sosmed panitianya biar seru.,1
@convomf Itu si rin no wa nya sebarin aja. Tulis di uang lembaran seribuan,1
MUK MARAH SM YG SEBARIN NOMOR W,0
@missf @convomfs spill nomornya kak,1
@doorecmi Spill nomor kak ngebatin bsnget dapet c kaya gini,1
sengaja kg pernah spill muka di akun ini soale takut ketemu temen rl wkwk,0
@thejurgenholic Spill nomernya gen,1
@yeolli_parkk spill aja kak akun sm nomer nya,1
@Askrlfess Spill nomernya gk sih:) Pgn silahturahmi,1
@__temporaryhigh SPILL FOTO LUHK,0
@click_rosies aku spill mukanya di ig NIH SI JAMET gt,1
@herbittfickz @Greschinov Serang masih aktif itu nomornya,1
@AREAJULID kenapa mukanya ditutupin sih ?!?! spill yg asli biar kena sanksi sosial,1
@BoyzFess_ Spill fotonya yg ngatain seganteng apa sih wkwkwk,1
@spaceforara siapa tau kn soalnya sampe sekarang gk ada spill iti foto buat apa,0
iya gpp serang gue aja sama foto lu semua,0
@cutiestzuha SPILL MUKA OM OMNYA PLIS.,1
@fridaadee @unnesmenfess Spill foto orangnya sekalian nder,1
 iyasih dapetin foto seokin aja mau gamau hrs nunggu orgnya yg spill lgsg,0
@nakskarunggoni Foto orangnya gak di spill tah? Bisa aja ngaku2 kuliah di aikom,1
gakuat pengen minta spill nomor cowok tai sama cewek tai selingkuhannya,1
konteks dong dek minimal spill foto ,0
@bluessiy Aww spill dulss fotonya mas ,0
@econominee pls kalau udh spill ke aku tadi aku mau ngurus gbs grgr alamatnya yg dituju ke mana gatau ,0
@islah_bahrawi Spill foto anaknya jadi penasaran hahahaha...,1
@kegblgnunfaedh sikontol ini maunya jangan dikasih kesempatan buat merasakan cinta lagi. Mukanya tindakannya si spill terus kalo bisa di sel berdiri seminggu. Anak babi mmg,1
@Bali_Football Pls netizen spill itu pelakunya. Kesatuannya apa pangkatnya alamat rumahnya nama bapaknya nama simboknya....,1
spill fotonya dong @ gyubean,0
KALO SAMPE PUCUK GUA SPILL FOTO LIMITITEDISYEN NICHH #NyomanPaulXAndiRianto #NyomanPaul https://t.co/tPLqjY3Wow,0
Dikey ni kalo spill foto gak maen maen,0
LAMA KU DIBUAT PENASARAN SM INI FOTO AKHIRNYA DI SEBAR JUGA https://t.co/LQkKBNj1z1,0
@khardew Spill mukanya digrup dong kak penasaran wkwkwkw,1
@Greschinov Spill nomer pejabatnya donk....,1
Dok dan nak lari org dah serang rumah.. ,0
@Sseishugf Spill alamat,0
kenapa disensor si anjir sebarin ajalah muka si kntol abusive ini,1
@chochochann egx potonya mahal kmu hrus tf ak 100M bru ak spill ,0
@tanyakanrl Spill muka pasangan tolol itu dong,1
helmyihza ini tebel bgt mukanya. dia yang punya utang puluhan juta tp masi aja playing victim grgr gue spill di ig dan nagih ke rumah? mikirlah duit segitu siapa yang ga nagihin. kalo udh tau punya utang dan lo adalah pihak yang salah tu minimal lo DIEM,0
@chllery @tanyarlfes Spill sini muka seniornya,1
spill fotonya dong ganteng,0
Spill no wanya dong monyet terlalu mulia untuk disandingkan dg orang ini..,1
@dikeyystarr spill no wassap wahyu,1
@olafaa_ ga ada yang spill muka si kunyuk pedofil ini?,1
@Ceeisa Congrats. Spill wa yang pegang piala ,1
Spill dong muka-muka pembullynya biar kena sanksi sosial ,1
@HaventTried @kyuttiekyuu @i_m_mortal_ @wapfur Up. Bener nih kak spill nomornya biar netizen yg membalas ,1
spill muka jeleknya plis,1
@paooyaapaoo Eh plis jangan sebar sebar foto isi dompet gw tanpa izin,0
@wijpes spill aja nomer hp tag di gtc sama norek dan nama rekeningnyaaa,1
@dolclatte kak spill foto si rian kak.. biar smua netizen tauu tolong dikasih liat fotonya si rian gausah takut.. siapa tau netizen berkenan santet si rian @dolclatte,1
@jichuw Plis sebar aja aku udah gak ada muka disini,0
@upgirls_zea Hah minimal spill foto lah,0
@shaebie @Greschinov ayo biar kita serang mana nomernya kak,1
AKHIRNYA YA DI SPILL MUKA NY wlau gk ada prubhan rmbut tp gpp,0
ini si riki manaaa katanya mau spill foto yg dia up ituuu ,0
@jwassuk Spill hp nya dong ka..,0
@desperadroo spill fotonya,0
@conquestfu Keknya lu pernah spill mukanya dia deh yg pas foto gt,0
@tanyakanrl Coba spill foto sendernya ,1
Pak spill akunmu pak...,0
emg dr awal gaberes caper spill aja plis bentukan mukanya ky gmn,1
@mr_ajron @logikapolitikid spill kekayaannya pasti tiarap hapus komen hapus foto dsb ,0
sumpah anjggg nomor gua di sebar kemana manaaa,0
@bfrentmu gua sebar nomor lu,0
Gua spill foto mori gak si? Apa gak usah?,0
nder plis bgt spill mukanya lonte ituu biar di teror sm netizen anjir kesel bgttt bacanya,1
dibikin thread ajaaaa sebar wajah nya nder biar cewe lain tau muka orang nya,1
Gak ada yg mau spill fotonya kah? ,1
Plis kalo udah mati sebar aja fotonya https://t.co/mCHbGXOvRx,1
@_opposite6890 Coba spill potonya si barkah,0
@FWBESS Spill nomornya,0
@convomf Coba nder spill mukanya yang kayak beruk itu,1
@urfavdopamine Kok ditutupin nomer/akunnya? Spill dong..biar ribut ..wkwk,1
@gibran_tweet @faizsadad_ spill kontak wa mas Gib,0
@tanyakanrl nomernya halal untuk di spill,1
@oligarcart @Peternakpenguin @Rishinkaku doxxing mukanya wir biar keliatan gaada rasa bersalahnya,1
@olafaa_ Serang itu ada no wa nya gas gas gaas.,1
Spill foto yg begini,0
Kntl emg dah pembahasannya malah fokus ke cbhs cok. Sini gw jejelin tai muka lu pada. Kl omau nyerang ya serang scr individu sono gk ush segala ngata-ngataiin cbhs.,0
@tanyarlfes Kenapa muka lakinya malah diblur? Harusnya spill aja biar para wanita di luar sana bisa menghindar klo amit2 dideketin setan satu ini,1
@fIuoridewater CUKUP JGN SEBAR BAHWA ITU HP GUE PLS,0
@Debby_Serang Mlm de kk minta no wamu yhhh,0
@ratyhtembem Di spill foto aja kak. Cukup. ,0
@pekalonganfess tadi sekalian di spill foto hp nya nder,0
Kata aku mah sebarin aja sih sha fotonya,1
@convomf sebar aja nomernya biar mampus tu org tolol,1
@abu_waras Sekalian spill saja alamat kantornya dan rumahnya rumah orang tuanya,1
@wa_rmhearted @glowinbeautyy ngapain takut? kan kaka gasalah. sebarin ajaa kak,0
@archeylabiya @puackage kak biya sabar bgt ngadapin cust begitu hebatt spill nomornya kak biar kita ga kena cust yg begitu,1
@anonym20010 @ourlycc @tanyakanrl Sebar WA nya ajaaa kaa ikut kesellll,1
Coy qris ku aktif tp ada alamat lengkap rumah takut kena doxxing,0
@tanyarlfes SPILL NOMER WA IBU IBU ITU LAH,1
@tanyarlfes Ga sekalian spill alamatnya? Gimana ya di Indonesia aja yang inisial X ga cuma 1 :),1
@Nielo_Gan @OliLondonTV @DrEliDavid @Greschinov @X @Support @elonmusk Kok belum ada yg spill nomor WA orang ini ,1
@citrangs @VredeAarde Spill fotonya. Kita rujak rame2,1
@convomf Nder spill wa temenmu itu,1
@tanyakanrl ngapain disensor muka disebelahnya di spill jg,1
@kkarinaaaespa @bbybeargmsh Sebarin alamatnya kak,1
@minggukie0113 @starlightkstf spill aja alamat nya gebukin rame²,1
@retno_wiranti Sampe doxing jangan lupa. Ktpnya @urwande mereka udh dapet katanya eaaa,1
@Hanibaeni @wonbinantoneuns Spill aja wa nya kak aku mau silaturahmi,1
@rustyrosess gue agak sedih terharu deh yg fam kumps kek gitu (-trejo yang masih ondewey) ️️️ (️praying circle ada yang spill foto keluarga nya️),0
@jersandreas gua pernah di gituin sampai no wasap pun di sebarin,0
@baeilteez Udah ke backstage katane udah foto but foto blmm di spill,0
@tanyakanrl Spill nomornya si yang mulia ngentodddd ini,1
@savior1248 coba lo doxx aja akun yg kemarin up poto muka si jongdev kak,1
@_opposite6890 Coba spill foto si bgst sangean Barkah biar kita viralkan,1
@26_61_04 Spill wa sama medsos nya biar dirujak rame2 kak.....,1
@convomf kenapa yang kek gini muka kontol nya kagak di spill ya biar gaada yang temenan sama sigoblok itu gasih,1
@firzaauliaa25 Spill muka si marionya dong,1
@convomfs pacar aku tapi aku gamauu spill soalnya potonya buat aku saja ,0
yo memb yg blm foto sm ciwi silahkan di spill segera,0
@soyanotmalika apaaa tu jok spill di wa ,0
tapi takut ngeupload foto muka di twt takutnya suatu saat bikin tweet blunder terus kena doxxing eh ketauan mukanya aowkwoowkwwkwkkw,0
@MafiaWasit Spill foto selingkuhannya donk,1
@yoonangel_04 @yoo_njhan Maybe foto lama sih.. kemaren ada op yg spill ketemu seokhan di Korea abis blanja pas mau nyebrang ,0
@Heraloebss Spill dong muka si sopiirr ,1
spill aja mukanya Dek videoinn !!!,1
@implora Spill lah muka orangnya,1
@convomfs Weh itu yg di tt kalo tau nomernya spill dah. Kesel parah bacanya,1
@cimoymetal Klo gk jwab dn msih playvic smpe semingguan bakal gw spill jujur Soalnya pas gw mt di tl kan sering yg tnya no wa dia buat nanyain kejelasan brangnyaa,0
@convomf Sebarin sini nomer dia,1
@yudi_tejebil Spill muka suaminya,1
@wildbyheree Spill no WA nya biar ikut silaturrahim sama dia,1
@discountfess Spill foto yang tengah ,0
@tanyakanrl Spill foto selingkuhan nya,1
@tanyakanrl Spill orang yang di pin di wa nya dong,0
@jembermfs Spill fotonya kak,0
Puas Setubuhi Pacar lalu Sebar Foto Bugil ke Medsos Pria Ini Ditangkap https://t.co/oOB3ka6W0t,0
@RegimeHouse @selfolconvo STOP SEBAR FOTO GANJA INI.,0
@tanyakanrl Spill foto ponakan aj https://t.co/nKNbdD2D9V,1
hati hati fitnah apalagi yang udah sebar fotonya. serem....,0
@NAVY_INA Mau spill tapi foto PM gmna dong min,0
@tanyarlfes Spill muka si setan dong,1
@tanyarlfes Spill muka suaminya,1
@tanyarlfes Gila tu orang. Sebarin aja nder nomornya di get kontak juga pada nandain dia pedopil. Mampus lu di amuk massa penjahat kelamin,1
@PartaiSocmed nah kan. klo ketum emosi tau alamat nya dan bntr lagi ke spill mukanya ,0
@Little_secret9 spill muka lakinya jg pls,1
Mana ada UTK serang datang rumah ,0
anjrit penonton segini banyak kok kaga ada yg sebar mukanya ya heran kepo tw ,1
@dulabdulrozak Mcd serang sini.. deket rumah lulu,0
spill muka ayahnya yg seperti titit kambing itu dong,1
@merapi_uncover @kumparan spill dong simbahe koyo ngopo? biar muka kakek aja yg viral,1
@fraeudian @fffluefiiyon nih akunnya juga spill dong kalau ada nomornya. biar yg lain bisa search,1
@gabriellachiner WOIII SPILL ALAMAT KAU CEVVAATTT,0
@tanyakanrl Spill aja muka pelakornya biar mampuss,1
@folkshittmedia Spill muka anaknya dong,1
@neohistoria_id Ati² kena serang lagi min. Yg kemarin foto AI aja kena apalagi yg kyk ginj,0
Bjiir sampe ada yg spill muka,0
@marlina_idha Sebar foto ini di rumah-rumah yang ada anak gadisnya. Most wanted https://t.co/8vcHf6sNF1,0
@bitiesfess Kenapa mukanya ditutup nder?? Pajang donk.. skalian spill siapa oknumnya akunnya apa biar gw silaturrahmi,1
@haiiyou_ spill alamat km ak mau nyusull ,0
@egotruism Haloo nindya! Nama kita sama loh wkwk nama ocku juga anindya. Gimana nih rasanya bisa spill muka?,0
Spill semuka muka ga cevaaat aaaa,0
@demoniofleurgi @zizzling_egg Playvictim tuh dia katanya doxxing stalk sampe akar lah kalau ga mau digituin ga usah upload foto Rl di sosmed yekan,1
Spill foto lgi cari duit? https://t.co/NzfXToyc9y,0
Nampak sangat Serang Salah rumah,0
@folkshittmedia Spill muka RT nya,1
@mr_ajron @logikapolitikid spill kekayaannya pasti tiarap hapus komen hapus foto dsb ,1
@tanyakanrl Harusnya sekalian spill akun ig kakakmu itu nder mau silaturahmi. Atau sekalian nomer wa nya.,1
@rakhmawatidq Okee aku spill di wa wkwkwkkw,0
@abisahanya_ @tanyarlfes spill kak cari suami kaya gini di mana? mau jugakkk biar bisa membasmi hama di rumah ,0
@txtdarisisange Spill muka si Lukman ,1
@putrimrndd spill juga foto cowoknya kak,1
@convomf Der coba spill mukanya,1
@kompascom spill mukanya dong...pengen nampol,1
@la_lalijah @rubyrubyjane__ KA KAMU YG SAMPE DI SPILL ITU YA FOTONYA,0
@Askrlfess G ada yg spill muka cwenya nih?,1
kalo punya KTP spill aja KTPnya datengin rumahnyaaa,1
@Sengcheoul @hoxsxi wkwkw sebar poto lu sama jh lahhh,0
@GunRomli #spill dong nama Nik sosmed akun dan alamatnya ,1
@tyskyoong Oh iya ya Trus kemarin ada yg spill 'heaven angel' itu foto yg mana?,0
@akifarayhac gapunya muka jd gabisa di spill.,0
@Askrlfess Spill orangnya dong apakah mukanya se-ngeselin chatnya,1
dah ada blm yg spill muka si mokondo ini,1
@depokalypse Spill nomernya kita terror bareng bareng,1
@2022akukayaraya spill yg enak bung pankapan mau nyoba mumpung ada di deket rumah ,0
@Ichsan_Alrusydi Spill fotonya kak,0
@convomf Spill nomornya biar netijen yang bertindak nderr,1
Kenapa sih mukanya harus ditutupin? Orang2 goblog gitu mah spill aja..sampah semua! Come on Lion EAT THEM ALIVE! #garoblog,1
@tanyakanrl spill aja nder nomornya,1
@tanyakanrl Spill nomer ny biar tak maki,1
moa aja pas txt syuting di indo nunggu mv nya keluar baru di sebar fotonya,0
Spill nomernya kak kita spam rame² biar dia tambah stress,1
@renebaebae__ @sbtcon Spill alamat rumah juga kak ,1
@nLymsss spill muka si adit adit itu juga lah awokawok,1
aku sedih popo ganti nomer gara gara di spill si roji,0
@anaaabyl spill nomor wa nya nama nya nama ortu nya alamat rumah nya,1
@sbmptnfess Spill nomornya biar tak diserbu ama netijen,1
@metalliuca sebar disini dong fotonya,1
@infotwitwor_ spill seniornya pasti burik mukanya ,1
@Pai_C1 Spill muka suaminya dan ig nya donk Pengen silahturami ,1
@convomfs ayok nder spill nomornya,1
@Greschinov Dia nyontek spall spill no hp https://t.co/ujYEWQ9YNe,0
Aku punya nomor dana kakak mau aku sebarin,0
@adelnuza @askahiran @gibran_tweet Spill orang dan rumahnya. Klo dia macam2 setelah ini biar dirujak rame2,1
@bibwimbap20 spill foto km jg donk kak,0
Spill mukanya dong nder pen liat secakep apasih mukanya nih orang,1
@mlbbfess no wa nya sni nder kita sebarin ke grub skandal wkwk,1
@wanaaani spill donk gue gatau muka aslinya,1
Gamau spill muka bare face nya cas? #루카스버블,0
@zoelfick spill foto keluarganya dong,1
Spill foto pria selain njempol dong!,0
@axyltch spill fotonya mau aku labrak,1
@tanyakanrl Harusnya lo ga sebar fotonya gini nder,0
@Unsoedfess1963 Coba spill mukanya biar bs dikapruk ndase cok! Ngacengan goblok!,1
@lovedaysie mjb kak simpen alamat dia jg gasih klo kekeh gamau bayar sisanya spill aja ,1
@larryyzie poto rl gw ngapain lu sebar zie,0
@americanoojaem spill ktp nya dong mbaa,1
@ahriesonta Sebarin fotonya lalu potong titid nya,1
PLIS YG PNY FOTO TYAR SPILL KE GUE DONG,0
@IstriSah9 Mbak coba introgasi suaminya juga atleast spill muka suami mbak juga biar netizen nyarinya sepihak doang wkwkw,1
@tubirfess Spill mukanya dong pengen gue injek,1
@collegemenfess spill aja mukanya nder,1
@whosjuaw spill di wa ntar ,0
@worksfess spill nder kantor apa supaya bisa wanti-wanti untuk kandidat lain,0
@Nissaster Alamat mes gw di spill ,0
@tanyarlfes Spill nomornya nder. Muk silaturahmi,1
@KompasTV Kalau yg sebar foto diburu artinya apa? Ada oknum yg terlibat yg punya pangkat,0
gamau spill fotonya kah https://t.co/O4awsU5p7I,0
@notyourbacteri Spill foto yg tadi diliat wkwk,0
@_wonheet @_ coba kamu spill muka yang garang ada gak?,0
@convomf Spill wa nya mbak biar dia ngerasain di spam juga,1
@convomfs Nder sebar nomernya sini gue lagi pengen marah marah,1
@hokshie Itu yang saya kasih nomer operator kak Kalau nomer pribadi gak bisa di sebar,0
@real_fahmia Ka spill rumah dong,0
@gambyrl omo omo gaada yg spill fotonya kah,0
@hearthaec WA aja yahhh gak mau spill di sini wkwkwk,0
@rekkoy spill kali tuh muka nya pak wkwk,1
@OGendut81 Spill dong kang poto nya. Hehehe,0
@Askrlfess Dih kaga jelas. Sebarin mukanya sebarin akun medsosnya,1
@Heraloebss Gak usah pake msker .. Buka aj wajah y trs di tempel poto y di sebarin biar orang trdekat y tau,1
@convomf sini nder spill nomornya,1
@jannkawu Mas.. Jangan sebar muka masa lalu gitu..,0
@chiuwiyut temenku yang mana njerrr. coba spill wa,1
@guksides Spill muka nya tolong lah,1
@convomf Karna udah rame appaga tidak akan spill muka sender' nya?,1
spill nomor Yong biarkan netijen indo yg ngurus,1
@worksfess Coba nder spill nomor wa nya orang yang ngerendahin sender pengen silahturahmi ,1
maaf nder jgn sebar foto cowoku dongg ,0
@kegblgnunfaedh Ada yg bisa spill no wa nya ?,1
@milskymelon Spill mukanya dong kaak biar nanti kalo ke jndo lagi gue JAMBAK,1
@VeelaaRhie Di spill aja alamatnya dan wajahnya .. dimari .. panik nggak dia ?,1
@Askrlfess Harusnya spill juga Bapak yg selingkuh kaya apa mukanya.. biar adil woyyy,1
STOPPPPPP SEBAR-SEBAR NOMOR GW JIRRRRRRR.,0
@hikenoway Spill nomornya mau gua laporin,1
@sosoo9z Spill muka selingkuhannya der,1
ngancem mau sebarin data pribadi aja udah aneh. gws,0
Spill koordinat rumah HRDnya atau minimal koordinat perusahaan,1
@manusiyall kan ak jd nyamuk kalian mw aku spill foto nya?,0
spill muka nyaa anjrit mulutnya ga pernah sekolahh,1
@Heeyouyaaa spill mukanya langsung mba pen liat,1
Akhirnya u spill muka juga https://t.co/JJTlQOaXkU,0
@opposite6892 Gak bahaya tah nge-share no hp nya itu. Bisa di serang ribuan spam ini. Waduh ada no istri nya pula lagi Oopsss... ,0
@hafizhangga YAUDAH SPILL NOMOR OVO LU DISINI *emosi*,0
@nilawputrii Belum ada yang spill foto cwknya nih ?,1
@Kimayaagatta Spill foto bukaannya kakaaakkk ,0
bener dikk ayo spill no e wallet kmu https://t.co/qDwz9OD2k4,0
@daraWARIAA Spill donk nomor cowoknya kak,1
Morn spill rumah kalian sebelah mana https://t.co/daVqIRkmRw,0
@unjsecret Spill sendernya dong. Mau liat muka orang yg ga paham ranah privasi dan publik,1
Di spill aja dong muka panitia bgst nya pen rasanya maki maki,1
@tuhanmemangsatu bleh spill km sm syp ke rumah zayn ny?,0
@finneath spill foto cantiknya,0
eh doxxing alamat njir,0
@ibntrsyd spill ka kena ku lacak akan alamatnya,1
@tanyarlfes Spill aja muka dosennya,1
@tanyakanrl Spill aja dah nomernya biar netijen yang bertindak,1
@unmya spill nomor kak mau aku blok,1
spill mukanya dong budhe @jokersjelekhik,1
Ya Allah orang bisa ngga berhenti sebar video foto laka lantas dan komen gapunya empati. gaada orang yg pengen dapet musibah gaada orang yg pengen kehilangan,0
baru spill muka gue..,0
@velmenulis SPILL NOMORNYA MAU AKU SPAM CALL,1
ORDER WA: 0812-7571-3754 Agen Flimty Fiber Cilegon Serang Supplemen untuk detox dan meningkatkan sistem daya tubuh.,0
@kresbung Mana mukanya pak diding Sebar luaskan aja,1
@wa_rmhearted kakk spill mukanya gue udh gondok,1
Jgn lupa doxxing alamat wasit,1
spill alamat mw ak culik ?!!!!! https://t.co/0Sk5854Krr,0
@BadDK Panitia koplak.. spill muka yg baca donk..,1
@zb1area Take down tolong nder soalnya itu pacar aku jgn asal sebar foto,0
@cursedkidd Spill alamat dong mau mampir,0
@silencira Spill muka si keling,1
@tanyarlfes Cb spill mukanya nder? Sejelek apa?,1
@miayamseblak Spill akunnya kak,0
@xyzf1_ @tanyarlfes Spill muka si cewe sok cantik brengsek ini biar gk ada cowok lagi yg mau ma dia,1
@tanyarlfes spill nomer nder biar diserang ama netizen gedeg bet gue bacanya,1
@starfess kok kmu sebar foto cowoku nder,0
beneran nanya kl foto ktp tuh bnrn bisa ke sebar out of nowhere ga sih? serem bgt gue liat kasus gt,0
@AREAJULID adaa yg punya muka laki nnya? spill spill,1
@qkclouds spill muka lah,1
@Greschinov guys ganti pp make muka dia terus serang biar mental psikisnya kena sekalian,1
@_nikrose Belum lagi nik. Nanti dah confirm baru spill ,0
@sazwalizs coba spill emg mukanya kaya apa,1
@HYlUNJlN @met JRIT KK NGESELIN BNGET!!! SPILL GANG RUMAH MU!,0
@nauakb_ spill muka jandanya,1
@hayein Spill akunnya dong kak ,0
@vinslave_ Spill fotonya,0
@tanyarlfes spill mukanya dong,1
2R semoga ada foto dan spill ya wkwk kalau gak ya udah gak apa-apa,0
@ashap__ Spill nomor nya kak,1
Jiemem bisa gasih semua foto nya spill aja lah gue di mau masukin gdrive ajalah ,0
@parkwonbin__ Spill foto apa,0
Gw pengen spill muka gw disini soalnya lagi ngerasa cantik tapi gw takut.,0
mba spill alamat itu wl gw semua,0
Spill keranjang kuning nomer 47 mang,0
@kimicaa_ Aku spill di wa ya wkkw,0
@otiunyil Finally gw wa dan spill gituu DWP and AICE bisa bayar utang udh 2bln kgk bs ,0
@forcsyoun EH SAUDARI VIDIA AP PERLU AK SPILL ISI TWEET AKUN PRIV MU YANG QRT FOTO WONBIN,0
@centragl Rumahnya nggak di spill sekalian min??biar sekalian dengkinya,1
sebar aja nomer aja akwkw,1
@dioyuen ini masih bisa ikutan ga? aku mau spill foto cowok ku https://t.co/5C4aXSdOWz,0
minimal spill foto lah @GMMTV,0
@logicalmaneuver @TMIHARINI Spill muka BK nya,1
@daIIascode biar dia gak sebar foto aneh aneh lagi,0
Uda kelar uda kelar muka lu jelas msih byk yg spill. https://t.co/4mp1dQ5fhK,0
@bitiesfess spill rumah ny mau sy grebek,1
Lagi2 yg di spill cuman muka ceweknya aja. Muka cowoknya dong. Jgn2 msh cinta lg?,1
@convomf spill nomor aja buruan orng begitu anjg bgt,1
@shimejitruffle Yuk spill alamat kamu,0
@loveturned spill rumah kamu,0
aturan si sopiyan gua sebarin mukanya kali ye biar gini juga,0
spill dong klo ada potonya,0
p eed yu spill foto yu,0
spill fotonya suk,0
buat kuliah tu mnding nomer wa kalian di sebarin apa engga? mksdnya buat kontak an gt atau use other number for uni takut disalah gunakan bjir,0
@tanyakanrl nder pls spill nomernya aku mau silaturahmi,1
yg tsngah bleh spill nomer rekening?,0
@hlqvsuniverse Spill mukanya bang Biar gw jadiin bidai tulang kering nya,1
@never_alonely Buat yg penasaran muka ibunya biar ga cape ngulang yang mana mukanya nih jelasnya lgsg gue spill pas lagi ancang .. https://t.co/tvww5leQMX,0
@AREAJULID Spill alamat rumahnya anj ,1
serang no wa nya masih aktif wkwkwk,1
@syawkhira plisssss kak spill muka 2 pantek ini,1
SPILL LAH WA,1
@sbyfess Sebar nomer e ndek grup pelangi biar tersalurkan engas nya,1
@aidn_711 dia spill lg pager rumah ,0
@PartaiSocmed nah kn ke spill mukanya,0
@nathazels Sy spill foto sebatmu,0
@snowjaeday6 spill nomor atau sosmednya,1
@gdlowy Kak sebar no wa nya biar kita teror,1
@IrlSffff Spill muka nya wkwkw sokbet ganteng monyed #emosi,1
Emg Poto nya gpp di sebar,0
@yeolgrlv ada nomor nya ga? kalo ada spill dong,1
Udah kesebar alamat orang yang anda doxx piye? ,0
@ra_loey27 Spill alamatnya dong mau silaturahmi,1
Spill fotonya dong kalau ada,0
Kak ini spill ajalah mukanya biar ditandain. Kita2 yang foto in a legal way aja belum dapet. Ini apaan gilssss jangan kasi kendor myikonics plis tandain,1
17. Spill foto tercantik &amp; terganteng kalian dong!,0
@eseukups Di spill balek enak tuh si adek kaga punya muka lagi wkwkwk,1
Nanti klo fotonya udh di up di group angkatan gw coba spill disini deh wkwktapi ga janji soalnya kampus gw agak agak wkwkwk,0
@Askrlfess Tolong spill muka cowo mu nder biar kami kata katain,1
@xeraaza kenapa ga spill foto irlnya sekalian ,1
@fhrizall @idextratime Spill foto pawai dong dab,0
@manhatavn spill fotonya,0
@Aceh @disdikacehprov @humasaceh Spill alamat rumah mau silaturahmi,1
@tanyakanrl spill muka yg nyekokin nder,1
@zkdlin__eunnie Tunggu saya dengan wani serang rumah kak ika,0
@Picney13 Loh loh Justru keluar rumah dong sebarin keberuntungannya ke orang lain WKWKWK,0
@lillbunnybunn @tanyarlfes Sampe skrg orgnya hidupnya kek apa ya gw lupa ini mukanya sampe ke spill ga sih?,0
@doumassIut eh coba spill nomernya kayanya org yg sama yg pernah nanyain 2 akunku,1
@lw301295 Kak jangan di sebar dong ini jokes WA ,0
@vvotanet Bisa di spill foto Shani,0
